rule_id,stratum,neighborhood,left,center,right,output,active_inputs,asym_sensitive,non_quiescent_output,differs_from_dominant_output
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(0,0,1)",0,0,1,2,1,1,1,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(0,0,2)",0,0,2,1,1,1,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(0,1,0)",0,1,0,2,1,0,1,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(0,2,0)",0,2,0,2,1,0,1,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(0,2,1)",0,2,1,1,2,1,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(1,0,0)",1,0,0,0,1,1,0,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(1,0,1)",1,0,1,1,2,0,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(1,0,2)",1,0,2,1,2,1,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(1,1,0)",1,1,0,0,2,1,0,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(1,2,0)",1,2,0,0,2,1,0,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(1,2,1)",1,2,1,1,3,0,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(1,2,2)",1,2,2,2,3,1,1,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(2,0,0)",2,0,0,1,1,1,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(2,1,0)",2,1,0,0,2,1,0,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(2,1,2)",2,1,2,2,3,0,1,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(2,2,0)",2,2,0,0,2,1,0,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(2,2,1)",2,2,1,0,3,1,0,1
q3g3_s5_00214,S5_asymmetric_neighbor_dependent,"(2,2,2)",2,2,2,2,3,0,1,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(0,0,2)",0,0,2,1,1,1,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(0,1,0)",0,1,0,2,1,0,1,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(0,1,1)",0,1,1,0,2,1,0,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(0,1,2)",0,1,2,0,2,1,0,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(0,2,0)",0,2,0,1,1,0,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(0,2,2)",0,2,2,1,2,1,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(1,0,0)",1,0,0,1,1,1,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(1,0,1)",1,0,1,1,2,0,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(1,0,2)",1,0,2,1,2,1,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(1,1,0)",1,1,0,2,2,1,1,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(1,1,1)",1,1,1,2,3,0,1,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(1,1,2)",1,1,2,2,3,1,1,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(1,2,1)",1,2,1,1,3,0,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(1,2,2)",1,2,2,0,3,1,0,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(2,0,0)",2,0,0,0,1,1,0,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(2,0,1)",2,0,1,1,2,1,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(2,0,2)",2,0,2,1,2,0,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(2,1,1)",2,1,1,0,3,1,0,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(2,1,2)",2,1,2,2,3,0,1,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(2,2,0)",2,2,0,1,2,1,1,0
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(2,2,1)",2,2,1,2,3,1,1,1
q3g3_s5_00244,S5_asymmetric_neighbor_dependent,"(2,2,2)",2,2,2,2,3,0,1,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(0,0,1)",0,0,1,2,1,1,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(0,1,0)",0,1,0,1,1,0,1,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(0,1,1)",0,1,1,0,2,1,0,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(0,1,2)",0,1,2,2,2,1,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(0,2,0)",0,2,0,2,1,0,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(0,2,1)",0,2,1,1,2,1,1,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(0,2,2)",0,2,2,0,2,1,0,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(1,0,0)",1,0,0,1,1,1,1,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(1,0,1)",1,0,1,2,2,0,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(1,1,0)",1,1,0,2,2,1,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(1,1,1)",1,1,1,2,3,0,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(1,1,2)",1,1,2,0,3,1,0,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(1,2,0)",1,2,0,2,2,1,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(1,2,1)",1,2,1,2,3,0,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(1,2,2)",1,2,2,2,3,1,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(2,0,0)",2,0,0,1,1,1,1,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(2,1,0)",2,1,0,2,2,1,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(2,1,1)",2,1,1,1,3,1,1,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(2,1,2)",2,1,2,2,3,0,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(2,2,0)",2,2,0,2,2,1,1,0
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(2,2,1)",2,2,1,1,3,1,1,1
q3g3_s5_00296,S5_asymmetric_neighbor_dependent,"(2,2,2)",2,2,2,0,3,0,0,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(0,0,1)",0,0,1,1,1,1,1,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(0,0,2)",0,0,2,2,1,1,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(0,1,0)",0,1,0,2,1,0,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(0,1,1)",0,1,1,0,2,1,0,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(0,1,2)",0,1,2,1,2,1,1,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(0,2,0)",0,2,0,1,1,0,1,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(0,2,1)",0,2,1,2,2,1,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(0,2,2)",0,2,2,2,2,1,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(1,0,0)",1,0,0,0,1,1,0,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(1,0,1)",1,0,1,2,2,0,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(1,0,2)",1,0,2,1,2,1,1,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(1,1,0)",1,1,0,0,2,1,0,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(1,1,1)",1,1,1,1,3,0,1,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(1,1,2)",1,1,2,2,3,1,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(1,2,0)",1,2,0,1,2,1,1,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(1,2,1)",1,2,1,0,3,0,0,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(1,2,2)",1,2,2,2,3,1,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(2,0,0)",2,0,0,0,1,1,0,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(2,0,1)",2,0,1,1,2,1,1,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(2,1,0)",2,1,0,2,2,1,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(2,1,1)",2,1,1,2,3,1,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(2,1,2)",2,1,2,2,3,0,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(2,2,0)",2,2,0,0,2,1,0,1
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(2,2,1)",2,2,1,2,3,1,1,0
q3g3_s5_00343,S5_asymmetric_neighbor_dependent,"(2,2,2)",2,2,2,2,3,0,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(0,2,0)",0,2,0,1,1,0,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(0,2,1)",0,2,1,0,2,1,0,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(1,0,0)",1,0,0,0,1,1,0,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(1,0,1)",1,0,1,2,2,0,1,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(1,1,0)",1,1,0,2,2,1,1,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(1,1,2)",1,1,2,0,3,1,0,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(1,2,0)",1,2,0,1,2,1,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(1,2,2)",1,2,2,1,3,1,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(2,0,0)",2,0,0,1,1,1,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(2,1,0)",2,1,0,2,2,1,1,1
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(2,2,0)",2,2,0,1,2,1,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(2,2,1)",2,2,1,1,3,1,1,0
q3g3_s6_00149,S6_relation_rich_nonchaotic_bias,"(2,2,2)",2,2,2,2,3,0,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(0,2,0)",0,2,0,2,1,0,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(1,0,0)",1,0,0,2,1,1,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(1,0,1)",1,0,1,2,2,0,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(1,1,0)",1,1,0,1,2,1,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(1,2,0)",1,2,0,1,2,1,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(1,2,2)",1,2,2,2,3,1,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(2,0,0)",2,0,0,1,1,1,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(2,0,1)",2,0,1,1,2,1,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(2,0,2)",2,0,2,1,2,0,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(2,1,1)",2,1,1,2,3,1,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(2,1,2)",2,1,2,2,3,0,1,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(2,2,0)",2,2,0,0,2,1,0,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(2,2,1)",2,2,1,0,3,1,0,1
q3g3_s6_00302,S6_relation_rich_nonchaotic_bias,"(2,2,2)",2,2,2,2,3,0,1,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(0,2,0)",0,2,0,2,1,0,1,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(1,0,0)",1,0,0,2,1,1,1,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(1,0,2)",1,0,2,2,2,1,1,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(1,1,0)",1,1,0,0,2,1,0,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(1,2,0)",1,2,0,1,2,1,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(1,2,1)",1,2,1,1,3,0,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(1,2,2)",1,2,2,1,3,1,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(2,0,0)",2,0,0,1,1,1,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(2,0,1)",2,0,1,2,2,1,1,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(2,2,0)",2,2,0,0,2,1,0,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(2,2,1)",2,2,1,2,3,1,1,1
q3g3_s6_00356,S6_relation_rich_nonchaotic_bias,"(2,2,2)",2,2,2,2,3,0,1,1
q3g3_s7_00013,S7_symmetric_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s7_00013,S7_symmetric_control,"(0,0,1)",0,0,1,2,1,1,1,1
q3g3_s7_00013,S7_symmetric_control,"(0,0,2)",0,0,2,1,1,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s7_00013,S7_symmetric_control,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(0,1,2)",0,1,2,2,2,1,1,1
q3g3_s7_00013,S7_symmetric_control,"(0,2,0)",0,2,0,0,1,0,0,1
q3g3_s7_00013,S7_symmetric_control,"(0,2,1)",0,2,1,1,2,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(0,2,2)",0,2,2,1,2,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(1,0,0)",1,0,0,2,1,1,1,1
q3g3_s7_00013,S7_symmetric_control,"(1,0,1)",1,0,1,0,2,0,0,1
q3g3_s7_00013,S7_symmetric_control,"(1,0,2)",1,0,2,2,2,1,1,1
q3g3_s7_00013,S7_symmetric_control,"(1,1,0)",1,1,0,1,2,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(1,1,1)",1,1,1,0,3,0,0,1
q3g3_s7_00013,S7_symmetric_control,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(1,2,0)",1,2,0,1,2,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s7_00013,S7_symmetric_control,"(1,2,2)",1,2,2,0,3,1,0,1
q3g3_s7_00013,S7_symmetric_control,"(2,0,0)",2,0,0,1,1,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(2,0,1)",2,0,1,2,2,1,1,1
q3g3_s7_00013,S7_symmetric_control,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s7_00013,S7_symmetric_control,"(2,1,0)",2,1,0,2,2,1,1,1
q3g3_s7_00013,S7_symmetric_control,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s7_00013,S7_symmetric_control,"(2,2,0)",2,2,0,1,2,1,1,0
q3g3_s7_00013,S7_symmetric_control,"(2,2,1)",2,2,1,0,3,1,0,1
q3g3_s7_00013,S7_symmetric_control,"(2,2,2)",2,2,2,1,3,0,1,0
q3g3_s7_00114,S7_symmetric_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s7_00114,S7_symmetric_control,"(0,0,1)",0,0,1,2,1,1,1,0
q3g3_s7_00114,S7_symmetric_control,"(0,0,2)",0,0,2,2,1,1,1,0
q3g3_s7_00114,S7_symmetric_control,"(0,1,0)",0,1,0,2,1,0,1,0
q3g3_s7_00114,S7_symmetric_control,"(0,1,1)",0,1,1,1,2,1,1,1
q3g3_s7_00114,S7_symmetric_control,"(0,1,2)",0,1,2,0,2,1,0,1
q3g3_s7_00114,S7_symmetric_control,"(0,2,0)",0,2,0,0,1,0,0,1
q3g3_s7_00114,S7_symmetric_control,"(0,2,1)",0,2,1,2,2,1,1,0
q3g3_s7_00114,S7_symmetric_control,"(0,2,2)",0,2,2,2,2,1,1,0
q3g3_s7_00114,S7_symmetric_control,"(1,0,0)",1,0,0,2,1,1,1,0
q3g3_s7_00114,S7_symmetric_control,"(1,0,1)",1,0,1,2,2,0,1,0
q3g3_s7_00114,S7_symmetric_control,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s7_00114,S7_symmetric_control,"(1,1,0)",1,1,0,1,2,1,1,1
q3g3_s7_00114,S7_symmetric_control,"(1,1,1)",1,1,1,0,3,0,0,1
q3g3_s7_00114,S7_symmetric_control,"(1,1,2)",1,1,2,0,3,1,0,1
q3g3_s7_00114,S7_symmetric_control,"(1,2,0)",1,2,0,2,2,1,1,0
q3g3_s7_00114,S7_symmetric_control,"(1,2,1)",1,2,1,2,3,0,1,0
q3g3_s7_00114,S7_symmetric_control,"(1,2,2)",1,2,2,1,3,1,1,1
q3g3_s7_00114,S7_symmetric_control,"(2,0,0)",2,0,0,2,1,1,1,0
q3g3_s7_00114,S7_symmetric_control,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s7_00114,S7_symmetric_control,"(2,0,2)",2,0,2,1,2,0,1,1
q3g3_s7_00114,S7_symmetric_control,"(2,1,0)",2,1,0,0,2,1,0,1
q3g3_s7_00114,S7_symmetric_control,"(2,1,1)",2,1,1,0,3,1,0,1
q3g3_s7_00114,S7_symmetric_control,"(2,1,2)",2,1,2,0,3,0,0,1
q3g3_s7_00114,S7_symmetric_control,"(2,2,0)",2,2,0,2,2,1,1,0
q3g3_s7_00114,S7_symmetric_control,"(2,2,1)",2,2,1,1,3,1,1,1
q3g3_s7_00114,S7_symmetric_control,"(2,2,2)",2,2,2,2,3,0,1,0
q3g3_s8_00004,S8_self_only_control,"(0,0,0)",0,0,0,0,0,0,0,1
q3g3_s8_00004,S8_self_only_control,"(0,0,1)",0,0,1,0,1,1,0,1
q3g3_s8_00004,S8_self_only_control,"(0,0,2)",0,0,2,0,1,1,0,1
q3g3_s8_00004,S8_self_only_control,"(0,1,0)",0,1,0,1,1,0,1,0
q3g3_s8_00004,S8_self_only_control,"(0,1,1)",0,1,1,1,2,1,1,0
q3g3_s8_00004,S8_self_only_control,"(0,1,2)",0,1,2,1,2,1,1,0
q3g3_s8_00004,S8_self_only_control,"(0,2,0)",0,2,0,2,1,0,1,1
q3g3_s8_00004,S8_self_only_control,"(0,2,1)",0,2,1,2,2,1,1,1
q3g3_s8_00004,S8_self_only_control,"(0,2,2)",0,2,2,2,2,1,1,1
q3g3_s8_00004,S8_self_only_control,"(1,0,0)",1,0,0,1,1,1,1,0
q3g3_s8_00004,S8_self_only_control,"(1,0,1)",1,0,1,1,2,0,1,0
q3g3_s8_00004,S8_self_only_control,"(1,0,2)",1,0,2,0,2,1,0,1
q3g3_s8_00004,S8_self_only_control,"(1,1,0)",1,1,0,1,2,1,1,0
q3g3_s8_00004,S8_self_only_control,"(1,1,1)",1,1,1,1,3,0,1,0
q3g3_s8_00004,S8_self_only_control,"(1,1,2)",1,1,2,1,3,1,1,0
q3g3_s8_00004,S8_self_only_control,"(1,2,0)",1,2,0,2,2,1,1,1
q3g3_s8_00004,S8_self_only_control,"(1,2,1)",1,2,1,2,3,0,1,1
q3g3_s8_00004,S8_self_only_control,"(1,2,2)",1,2,2,2,3,1,1,1
q3g3_s8_00004,S8_self_only_control,"(2,0,0)",2,0,0,0,1,1,0,1
q3g3_s8_00004,S8_self_only_control,"(2,0,1)",2,0,1,0,2,1,0,1
q3g3_s8_00004,S8_self_only_control,"(2,0,2)",2,0,2,0,2,0,0,1
q3g3_s8_00004,S8_self_only_control,"(2,1,0)",2,1,0,1,2,1,1,0
q3g3_s8_00004,S8_self_only_control,"(2,1,1)",2,1,1,1,3,1,1,0
q3g3_s8_00004,S8_self_only_control,"(2,1,2)",2,1,2,1,3,0,1,0
q3g3_s8_00004,S8_self_only_control,"(2,2,0)",2,2,0,2,2,1,1,1
q3g3_s8_00004,S8_self_only_control,"(2,2,1)",2,2,1,2,3,1,1,1
q3g3_s8_00004,S8_self_only_control,"(2,2,2)",2,2,2,2,3,0,1,1
