candidate,candidate_category,family,heldout_l1_loss,heldout_nll,heldout_predictive_quality,mc_fallback_used,pair_id,raw_count,test_records,train_records,truncated,variant,world_seed
best_of_10_hashes_per_world,ADAPTIVE_HASH,B,0.048323471400394474,2.369298349649568,0.29679769976559284,0,26,6709,338,507,0,lure,126
checkerboard,ADVERSARIAL,B,0.08579881656804736,2.41248422066583,0.2930416480592206,0,26,6709,338,507,0,lure,126
trap_mixing_adversarial,ADVERSARIAL,B,0.22287968441814612,4.0551298844204915,0.19781885388977255,0,26,6709,338,507,0,lure,126
viability_signature,THEORY_INFORMED,B,0.23175542406311642,4.163986000979405,0.19364885958450298,0,26,6709,338,507,0,lure,126
behavioral_quotient_k5,THEORY_INFORMED,B,0.09664694280078896,2.485276352891694,0.28692129367885316,0,26,6709,338,507,0,lure,126
behavioral_quotient_k8,THEORY_INFORMED,B,0.14102564102564102,2.7757320493437616,0.26484930258062256,0,26,6709,338,507,0,lure,126
behavioral_quotient_k13,THEORY_INFORMED,B,0.18540433925049324,3.9257072434704723,0.2030165315499824,0,26,6709,338,507,0,lure,126
behavioral_quotient_k21,THEORY_INFORMED,B,0.22287968441814598,4.218483134630319,0.19162656545997261,0,26,6709,338,507,0,lure,126
predictive_quotient_k5,THEORY_INFORMED,B,0.13116370808678504,2.612668004522165,0.27680373583961987,0,26,6709,338,507,0,lure,126
predictive_quotient_k8,THEORY_INFORMED,B,0.08875739644970412,2.573483065139495,0.2798390202979635,0,26,6709,338,507,0,lure,126
predictive_quotient_k13,THEORY_INFORMED,B,0.12721893491124261,2.8409950560801747,0.2603492025893216,0,26,6709,338,507,0,lure,126
predictive_quotient_k21,THEORY_INFORMED,B,0.2218934911242604,4.277759604708645,0.18947433663098878,0,26,6709,338,507,0,lure,126
identity,DIAGNOSTIC_ONLY,B,0.11520366179217863,3.4308701808916324,0.22568930236605758,0,27,9141,1087,1630,0,lure,127
all_one,DIAGNOSTIC_ONLY,B,0.0,0.0,1.0,0,27,9141,1087,1630,0,lure,127
random_k,ADVERSARIAL,B,0.0899769162607729,3.1557821493044225,0.24062859025643965,0,27,9141,1087,1630,0,lure,127
hash_k34_s1206,ADVERSARIAL,B,0.12372714907354626,3.4037053030165505,0.22708149869043168,0,27,9141,1087,1630,0,lure,127
best_of_10_hashes_per_world,ADAPTIVE_HASH,B,0.032594352667611064,1.1749113777605644,0.4597888494333353,0,27,9141,1087,1630,0,lure,127
checkerboard,ADVERSARIAL,B,0.06761503772977916,2.336942538239189,0.2996755228897864,0,27,9141,1087,1630,0,lure,127
trap_mixing_adversarial,ADVERSARIAL,B,0.07870482726703197,3.1831592348925093,0.23905377343965634,0,27,9141,1087,1630,0,lure,127
viability_signature,THEORY_INFORMED,B,0.08880692625055733,3.1401953942520815,0.24153449409376196,0,27,9141,1087,1630,0,lure,127
behavioral_quotient_k5,THEORY_INFORMED,B,0.03879648495041791,2.1632781929645093,0.3161277443836947,0,27,9141,1087,1630,0,lure,127
behavioral_quotient_k8,THEORY_INFORMED,B,0.06794012902060603,2.4955660433731577,0.2860767004805374,0,27,9141,1087,1630,0,lure,127
behavioral_quotient_k13,THEORY_INFORMED,B,0.08415462154519952,2.901201677827587,0.2563312749718844,0,27,9141,1087,1630,0,lure,127
behavioral_quotient_k21,THEORY_INFORMED,B,0.09894853285623174,3.3655643870133645,0.22906545668523173,0,27,9141,1087,1630,0,lure,127
predictive_quotient_k5,THEORY_INFORMED,B,0.030757248237677892,1.3937899640079965,0.4177475948331194,0,27,9141,1087,1630,0,lure,127
predictive_quotient_k8,THEORY_INFORMED,B,0.07492451222196511,2.535785337691499,0.28282259936427484,0,27,9141,1087,1630,0,lure,127
predictive_quotient_k13,THEORY_INFORMED,B,0.09771645943978187,3.208804542654474,0.23759715849605706,0,27,9141,1087,1630,0,lure,127
predictive_quotient_k21,THEORY_INFORMED,B,0.09550121062642157,3.389127673110218,0.22783570551534701,0,27,9141,1087,1630,0,lure,127
identity,DIAGNOSTIC_ONLY,C,0.5120850320326151,5.876876487902104,0.14541485538662993,0,2,1777,68,101,0,budget,202
all_one,DIAGNOSTIC_ONLY,C,0.0,0.0,1.0,0,2,1777,68,101,0,budget,202
random_k,ADVERSARIAL,C,0.3596389050669774,4.931604885826306,0.16858843757269149,0,2,1777,68,101,0,budget,202
hash_k34_s1206,ADVERSARIAL,C,0.5468841001747234,6.279959735166128,0.1373633971036215,0,2,1777,68,101,0,budget,202
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,0.1562317996505533,1.641972016096656,0.37850514460688184,0,2,1777,68,101,0,budget,202
checkerboard,ADVERSARIAL,C,0.10599883517763543,2.21918173386834,0.31063794550000345,0,2,1777,68,101,0,budget,202
trap_mixing_adversarial,ADVERSARIAL,C,0.17268491555037857,2.4446028495102046,0.2903092297395597,0,2,1777,68,101,0,budget,202
viability_signature,THEORY_INFORMED,C,0.2617938264414677,2.985801362613763,0.25089057607834014,0,2,1777,68,101,0,budget,202
behavioral_quotient_k5,THEORY_INFORMED,C,0.16394874781595806,2.2780205725230225,0.3050621489023546,0,2,1777,68,101,0,budget,202
behavioral_quotient_k8,THEORY_INFORMED,C,0.2818870122306348,3.341109940836037,0.2303558337910728,0,2,1777,68,101,0,budget,202
behavioral_quotient_k13,THEORY_INFORMED,C,0.215055329062318,2.7733121484693752,0.2650191557583289,0,2,1777,68,101,0,budget,202
behavioral_quotient_k21,THEORY_INFORMED,C,0.3590564938846826,3.6513147023029684,0.214992978115387,0,2,1777,68,101,0,budget,202
predictive_quotient_k5,THEORY_INFORMED,C,0.29368083867210254,2.379088196968122,0.29593782159851506,0,2,1777,68,101,0,budget,202
predictive_quotient_k8,THEORY_INFORMED,C,0.1952533488642982,2.5770012298748752,0.2795637842246368,0,2,1777,68,101,0,budget,202
predictive_quotient_k13,THEORY_INFORMED,C,0.3341584158415841,3.604436566896445,0.21718183874863017,0,2,1777,68,101,0,budget,202
predictive_quotient_k21,THEORY_INFORMED,C,0.3791496796738497,4.944175201022315,0.16823191884182923,0,2,1777,68,101,0,budget,202
identity,DIAGNOSTIC_ONLY,C,0.4372729576750866,5.85769328160227,0.14582162819716463,0,4,761,89,133,0,budget,204
all_one,DIAGNOSTIC_ONLY,C,0.0,0.0,1.0,0,4,761,89,133,0,budget,204
random_k,ADVERSARIAL,C,0.5194728394018756,6.1529027261607245,0.13980338308567264,0,4,761,89,133,0,budget,204
hash_k34_s1206,ADVERSARIAL,C,0.5157556813381772,6.145468146335087,0.13994884303177535,0,4,761,89,133,0,budget,204
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,0.1557827152150038,1.9080966613731773,0.34386752451612423,0,4,761,89,133,0,budget,204
checkerboard,ADVERSARIAL,C,0.20123342063022726,2.6854073804936087,0.2713404236646598,0,4,761,89,133,0,budget,204
trap_mixing_adversarial,ADVERSARIAL,C,0.39156880966461105,4.0553859277504625,0.19780883483310607,0,4,761,89,133,0,budget,204
viability_signature,THEORY_INFORMED,C,0.3548196333530456,4.429247371521089,0.18418759204921517,0,4,761,89,133,0,budget,204
behavioral_quotient_k5,THEORY_INFORMED,C,0.4070288079749935,4.021350130645412,0.19914962589383634,0,4,761,89,133,0,budget,204
behavioral_quotient_k8,THEORY_INFORMED,C,0.3169722057953874,4.044317916396367,0.198242857919311,0,4,761,89,133,0,budget,204
behavioral_quotient_k13,THEORY_INFORMED,C,0.4371884768100026,5.233244896382245,0.1604300836279346,0,4,761,89,133,0,budget,204
behavioral_quotient_k21,THEORY_INFORMED,C,0.5082368843456957,5.154701965376831,0.16247740436912828,0,4,761,89,133,0,budget,204
predictive_quotient_k5,THEORY_INFORMED,C,0.30945340880290617,3.6989772849381493,0.21281226517211452,0,4,761,89,133,0,budget,204
predictive_quotient_k8,THEORY_INFORMED,C,0.2720283855706681,3.712567581657966,0.21219854838626676,0,4,761,89,133,0,budget,204
predictive_quotient_k13,THEORY_INFORMED,C,0.3473853172256484,4.691677490303556,0.17569512708750942,0,4,761,89,133,0,budget,204
predictive_quotient_k21,THEORY_INFORMED,C,0.4484244318661823,5.1547294972654285,0.16247667756061482,0,4,761,89,133,0,budget,204
identity,DIAGNOSTIC_ONLY,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
all_one,DIAGNOSTIC_ONLY,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
random_k,ADVERSARIAL,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
hash_k34_s1206,ADVERSARIAL,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
checkerboard,ADVERSARIAL,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
trap_mixing_adversarial,ADVERSARIAL,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
viability_signature,THEORY_INFORMED,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
behavioral_quotient_k5,THEORY_INFORMED,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
behavioral_quotient_k8,THEORY_INFORMED,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
behavioral_quotient_k13,THEORY_INFORMED,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
behavioral_quotient_k21,THEORY_INFORMED,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
predictive_quotient_k5,THEORY_INFORMED,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
predictive_quotient_k8,THEORY_INFORMED,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
predictive_quotient_k13,THEORY_INFORMED,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
predictive_quotient_k21,THEORY_INFORMED,C,1.0,inf,0.0,0,7,5261,0,0,0,budget,207
identity,DIAGNOSTIC_ONLY,C,0.39762778287334266,5.4197151479713055,0.15577015131520439,0,0,2765,179,268,0,budget,200
all_one,DIAGNOSTIC_ONLY,C,0.0,0.0,1.0,0,0,2765,179,268,0,budget,200
random_k,ADVERSARIAL,C,0.37225881764362534,5.450266098742433,0.15503236373379442,0,0,2765,179,268,0,budget,200
hash_k34_s1206,ADVERSARIAL,C,0.36079379638122233,5.200212880907254,0.16128478476591818,0,0,2765,179,268,0,budget,200
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,0.12009088635037106,1.9725636391591599,0.33640995497168463,0,0,2765,179,268,0,budget,200
checkerboard,ADVERSARIAL,C,0.10945968481614274,2.3205899974590642,0.3011513016557919,0,0,2765,179,268,0,budget,200
trap_mixing_adversarial,ADVERSARIAL,C,0.22613191028099716,3.338133201357398,0.23051389931666944,0,0,2765,179,268,0,budget,200
viability_signature,THEORY_INFORMED,C,0.3871008088051365,5.663601412271797,0.15006899994924422,0,0,2765,179,268,0,budget,200
behavioral_quotient_k5,THEORY_INFORMED,C,0.14422996748103062,1.930510937055469,0.34123742292010834,0,0,2765,179,268,0,budget,200
behavioral_quotient_k8,THEORY_INFORMED,C,0.1873176019344618,2.166179731906276,0.3158380397432225,0,0,2765,179,268,0,budget,200
behavioral_quotient_k13,THEORY_INFORMED,C,0.2468731760193446,3.6893971310428135,0.21324702772137005,0,0,2765,179,268,0,budget,200
behavioral_quotient_k21,THEORY_INFORMED,C,0.2617568581672642,4.079609610603227,0.19686552248278885,0,0,2765,179,268,0,budget,200
predictive_quotient_k5,THEORY_INFORMED,C,0.142895855915951,2.4317236072664223,0.2913987588868094,0,0,2765,179,268,0,budget,200
predictive_quotient_k8,THEORY_INFORMED,C,0.14804469273743012,2.0821197726575003,0.3244520245031778,0,0,2765,179,268,0,budget,200
predictive_quotient_k13,THEORY_INFORMED,C,0.2529600600350203,4.047636006364976,0.1981125419382496,0,0,2765,179,268,0,budget,200
predictive_quotient_k21,THEORY_INFORMED,C,0.21391645126323688,3.8384279365373724,0.20667870083348835,0,0,2765,179,268,0,budget,200
identity,DIAGNOSTIC_ONLY,B,0.09994185929107044,3.45612233221129,0.2244103562353872,0,29,10317,1259,1888,0,lure,129
all_one,DIAGNOSTIC_ONLY,B,0.0,0.0,1.0,0,29,10317,1259,1888,0,lure,129
random_k,ADVERSARIAL,B,0.08598135795156232,3.3472871265091184,0.23002851454235604,0,29,10317,1259,1888,0,lure,129
hash_k34_s1206,ADVERSARIAL,B,0.10504158196577869,3.4510620332014086,0.22466548265128403,0,29,10317,1259,1888,0,lure,129
best_of_10_hashes_per_world,ADAPTIVE_HASH,B,0.03245782905453614,1.752552059483701,0.36329921410735133,0,29,10317,1259,1888,0,lure,129
checkerboard,ADVERSARIAL,B,0.04436952248892719,2.3054069471162695,0.3025346095047172,0,29,10317,1259,1888,0,lure,129
trap_mixing_adversarial,ADVERSARIAL,B,0.07423289602994036,3.0571378845009183,0.24647917533692926,0,29,10317,1259,1888,0,lure,129
viability_signature,THEORY_INFORMED,B,0.0819607302001858,3.0872416546596435,0.24466378171203898,0,29,10317,1259,1888,0,lure,129
behavioral_quotient_k5,THEORY_INFORMED,B,0.04380999178794037,1.6847022342465825,0.37248078660039313,0,29,10317,1259,1888,0,lure,129
behavioral_quotient_k8,THEORY_INFORMED,B,0.048622797215977176,2.6645787717326708,0.27288265917863846,0,29,10317,1259,1888,0,lure,129
behavioral_quotient_k13,THEORY_INFORMED,B,0.06977179561395241,2.94926414283715,0.25321172852256985,0,29,10317,1259,1888,0,lure,129
behavioral_quotient_k21,THEORY_INFORMED,B,0.08145420767087137,3.2031341406958513,0.23791769820471267,0,29,10317,1259,1888,0,lure,129
predictive_quotient_k5,THEORY_INFORMED,B,0.04644231028122938,1.6831789101005767,0.3726922555315239,0,29,10317,1259,1888,0,lure,129
predictive_quotient_k8,THEORY_INFORMED,B,0.05125595710881653,2.5391467878330647,0.2825539769748505,0,29,10317,1259,1888,0,lure,129
predictive_quotient_k13,THEORY_INFORMED,B,0.056045624049218506,3.2340470003738058,0.2361806564527305,0,29,10317,1259,1888,0,lure,129
predictive_quotient_k21,THEORY_INFORMED,B,0.09066879484659601,3.224521803494694,0.2367131823471144,0,29,10317,1259,1888,0,lure,129
identity,DIAGNOSTIC_ONLY,C,0.7142857142857142,6.818128518800781,0.1279078487383819,0,13,1261,7,9,0,budget,213
all_one,DIAGNOSTIC_ONLY,C,0.0,0.0,1.0,0,13,1261,7,9,0,budget,213
random_k,ADVERSARIAL,C,0.6031746031746031,5.831163550327178,0.1463879458649625,0,13,1261,7,9,0,budget,213
hash_k34_s1206,ADVERSARIAL,C,0.7142857142857142,6.818128518800781,0.1279078487383819,0,13,1261,7,9,0,budget,213
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,0.33333333333333337,2.034606968253803,0.329531965905762,0,13,1261,7,9,0,budget,213
checkerboard,ADVERSARIAL,C,0.6666666666666666,2.88722958727992,0.257252621062639,0,13,1261,7,9,0,budget,213
trap_mixing_adversarial,ADVERSARIAL,C,0.6666666666666667,4.861159524227126,0.17061470445677104,0,13,1261,7,9,0,budget,213
viability_signature,THEORY_INFORMED,C,0.7142857142857143,6.735846412616593,0.12926833686473843,0,13,1261,7,9,0,budget,213
behavioral_quotient_k5,THEORY_INFORMED,C,0.5714285714285714,5.455223898430527,0.15491329436971696,0,13,1261,7,9,0,budget,213
behavioral_quotient_k8,THEORY_INFORMED,C,0.7142857142857142,6.67199435149037,0.13034420441221245,0,13,1261,7,9,0,budget,213
behavioral_quotient_k13,THEORY_INFORMED,C,0.7142857142857142,6.735846412616593,0.12926833686473843,0,13,1261,7,9,0,budget,213
behavioral_quotient_k21,THEORY_INFORMED,C,0.6666666666666666,5.6743141123092995,0.1498281296284394,0,13,1261,7,9,0,budget,213
predictive_quotient_k5,THEORY_INFORMED,C,0.5714285714285714,5.455223898430527,0.15491329436971696,0,13,1261,7,9,0,budget,213
predictive_quotient_k8,THEORY_INFORMED,C,0.7142857142857142,6.67199435149037,0.13034420441221245,0,13,1261,7,9,0,budget,213
predictive_quotient_k13,THEORY_INFORMED,C,0.5714285714285714,5.550946468494131,0.1526496979954517,0,13,1261,7,9,0,budget,213
predictive_quotient_k21,THEORY_INFORMED,C,0.7777777777777779,4.7622098734744815,0.17354452926183037,0,13,1261,7,9,0,budget,213
identity,DIAGNOSTIC_ONLY,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
all_one,DIAGNOSTIC_ONLY,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
random_k,ADVERSARIAL,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
hash_k34_s1206,ADVERSARIAL,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
checkerboard,ADVERSARIAL,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
trap_mixing_adversarial,ADVERSARIAL,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
viability_signature,THEORY_INFORMED,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
behavioral_quotient_k5,THEORY_INFORMED,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
behavioral_quotient_k8,THEORY_INFORMED,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
behavioral_quotient_k13,THEORY_INFORMED,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
behavioral_quotient_k21,THEORY_INFORMED,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
predictive_quotient_k5,THEORY_INFORMED,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
predictive_quotient_k8,THEORY_INFORMED,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
predictive_quotient_k13,THEORY_INFORMED,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
predictive_quotient_k21,THEORY_INFORMED,C,1.0,inf,0.0,0,9,5297,0,0,0,budget,209
identity,DIAGNOSTIC_ONLY,C,0.41477272727272724,4.2624183619067475,0.1900267008869411,0,15,1317,33,48,0,budget,215
all_one,DIAGNOSTIC_ONLY,C,0.0,0.0,1.0,0,15,1317,33,48,0,budget,215
random_k,ADVERSARIAL,C,0.5246212121212122,4.058948186787509,0.19766954771580922,0,15,1317,33,48,0,budget,215
hash_k34_s1206,ADVERSARIAL,C,0.4431818181818183,4.3394010138392805,0.18728692551993822,0,15,1317,33,48,0,budget,215
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,0.12878787878787876,1.1880392237468904,0.4570301981550212,0,15,1317,33,48,0,budget,215
checkerboard,ADVERSARIAL,C,0.16666666666666669,2.017143791017802,0.33143929135132816,0,15,1317,33,48,0,budget,215
trap_mixing_adversarial,ADVERSARIAL,C,0.34280303030303033,2.6325087213318477,0.27529183732650564,0,15,1317,33,48,0,budget,215
viability_signature,THEORY_INFORMED,C,0.2727272727272727,2.9085724521483773,0.2558478862149126,0,15,1317,33,48,0,budget,215
behavioral_quotient_k5,THEORY_INFORMED,C,0.26704545454545453,2.228208533316886,0.30976933171430854,0,15,1317,33,48,0,budget,215
behavioral_quotient_k8,THEORY_INFORMED,C,0.32386363636363646,2.4447314003663796,0.29029839594856094,0,15,1317,33,48,0,budget,215
behavioral_quotient_k13,THEORY_INFORMED,C,0.346590909090909,2.5650758556976814,0.2804989404087451,0,15,1317,33,48,0,budget,215
behavioral_quotient_k21,THEORY_INFORMED,C,0.2140151515151515,3.0945054560363605,0.24422973927797342,0,15,1317,33,48,0,budget,215
predictive_quotient_k5,THEORY_INFORMED,C,0.06439393939393938,1.316213710838001,0.43173909010244227,0,15,1317,33,48,0,budget,215
predictive_quotient_k8,THEORY_INFORMED,C,0.2140151515151515,2.3003745568538205,0.30299591236495277,0,15,1317,33,48,0,budget,215
predictive_quotient_k13,THEORY_INFORMED,C,0.3484848484848485,3.2760150992583403,0.23386259795327816,0,15,1317,33,48,0,budget,215
predictive_quotient_k21,THEORY_INFORMED,C,0.27840909090909094,3.2957865773579647,0.23278623879285676,0,15,1317,33,48,0,budget,215
identity,DIAGNOSTIC_ONLY,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
all_one,DIAGNOSTIC_ONLY,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
random_k,ADVERSARIAL,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
hash_k34_s1206,ADVERSARIAL,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
checkerboard,ADVERSARIAL,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
trap_mixing_adversarial,ADVERSARIAL,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
viability_signature,THEORY_INFORMED,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
behavioral_quotient_k5,THEORY_INFORMED,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
behavioral_quotient_k8,THEORY_INFORMED,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
behavioral_quotient_k13,THEORY_INFORMED,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
behavioral_quotient_k21,THEORY_INFORMED,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
predictive_quotient_k5,THEORY_INFORMED,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
predictive_quotient_k8,THEORY_INFORMED,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
predictive_quotient_k13,THEORY_INFORMED,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
predictive_quotient_k21,THEORY_INFORMED,C,1.0,inf,0.0,0,8,5349,0,0,0,budget,208
identity,DIAGNOSTIC_ONLY,B,0.11946532999164591,4.1723393670399735,0.19333611525422392,0,28,10161,1596,2394,0,lure,128
all_one,DIAGNOSTIC_ONLY,B,0.0,0.0,1.0,0,28,10161,1596,2394,0,lure,128
random_k,ADVERSARIAL,B,0.1330409356725147,4.076499141254912,0.19698614580141538,0,28,10161,1596,2394,0,lure,128
hash_k34_s1206,ADVERSARIAL,B,0.11340852130325813,4.126821210194363,0.19505263768737685,0,28,10161,1596,2394,0,lure,128
best_of_10_hashes_per_world,ADAPTIVE_HASH,B,0.033416875522138664,1.9520907646614727,0.33874297225907746,0,28,10161,1596,2394,0,lure,128
checkerboard,ADVERSARIAL,B,0.051796157059314965,2.5738236008280375,0.2798123555310074,0,28,10161,1596,2394,0,lure,128
trap_mixing_adversarial,ADVERSARIAL,B,0.08333333333333334,3.664675220564873,0.21437719727867874,0,28,10161,1596,2394,0,lure,128
viability_signature,THEORY_INFORMED,B,0.08751044277360069,3.2877330649282435,0.23322347376975422,0,28,10161,1596,2394,0,lure,128
behavioral_quotient_k5,THEORY_INFORMED,B,0.025689223057644053,0.8894842729104606,0.5292449449497949,0,28,10161,1596,2394,0,lure,128
behavioral_quotient_k8,THEORY_INFORMED,B,0.03174603174603176,1.996669034237201,0.3337038520353479,0,28,10161,1596,2394,0,lure,128
behavioral_quotient_k13,THEORY_INFORMED,B,0.06954887218045114,3.022926817418916,0.24857524021319222,0,28,10161,1596,2394,0,lure,128
behavioral_quotient_k21,THEORY_INFORMED,B,0.09419381787802841,3.8903093824287116,0.20448604000251666,0,28,10161,1596,2394,0,lure,128
predictive_quotient_k5,THEORY_INFORMED,B,0.022556390977443594,1.0033517684619133,0.49916345982900284,0,28,10161,1596,2394,0,lure,128
predictive_quotient_k8,THEORY_INFORMED,B,0.027360066833751036,1.9941828866512192,0.33398093498504655,0,28,10161,1596,2394,0,lure,128
predictive_quotient_k13,THEORY_INFORMED,B,0.05367585630743527,2.398038060847422,0.2942874629693272,0,28,10161,1596,2394,0,lure,128
predictive_quotient_k21,THEORY_INFORMED,B,0.07477025898078526,2.6907316361535796,0.27094898751353913,0,28,10161,1596,2394,0,lure,128
identity,DIAGNOSTIC_ONLY,C,0.4119776119402979,6.512465241200702,0.13311209674764127,0,6,2661,268,400,0,budget,206
all_one,DIAGNOSTIC_ONLY,C,0.0,0.0,1.0,0,6,2661,268,400,0,budget,206
random_k,ADVERSARIAL,C,0.42783582089552213,6.183866305416274,0.13920080879651817,0,6,2661,268,400,0,budget,206
hash_k34_s1206,ADVERSARIAL,C,0.4454104477611933,6.404402907481298,0.13505477923001932,0,6,2661,268,400,0,budget,206
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,0.08138059701492537,1.8548920360296037,0.3502759429707662,0,6,2661,268,400,0,budget,206
checkerboard,ADVERSARIAL,C,0.10988805970149249,2.6729748629316186,0.27225887388781117,0,6,2661,268,400,0,budget,206
trap_mixing_adversarial,ADVERSARIAL,C,0.21365671641791043,3.6351286290091593,0.21574374306280422,0,6,2661,268,400,0,budget,206
viability_signature,THEORY_INFORMED,C,0.2719402985074627,4.430912714221765,0.1841311125073564,0,6,2661,268,400,0,budget,206
behavioral_quotient_k5,THEORY_INFORMED,C,0.17597014925373133,3.3122163271203746,0.23189931212652848,0,6,2661,268,400,0,budget,206
behavioral_quotient_k8,THEORY_INFORMED,C,0.24347014925373128,4.154918821652708,0.19398947579923131,0,6,2661,268,400,0,budget,206
behavioral_quotient_k13,THEORY_INFORMED,C,0.30705223880597027,4.969233587050398,0.16752569411413068,0,6,2661,268,400,0,budget,206
behavioral_quotient_k21,THEORY_INFORMED,C,0.3401119402985075,5.000883640736284,0.16664212470503828,0,6,2661,268,400,0,budget,206
predictive_quotient_k5,THEORY_INFORMED,C,0.15973880597014925,3.3177634099728888,0.23160138827668628,0,6,2661,268,400,0,budget,206
predictive_quotient_k8,THEORY_INFORMED,C,0.26850746268656717,4.4401910716026665,0.18381707312081644,0,6,2661,268,400,0,budget,206
predictive_quotient_k13,THEORY_INFORMED,C,0.35429104477611956,5.359520820416696,0.15724455163187542,0,6,2661,268,400,0,budget,206
predictive_quotient_k21,THEORY_INFORMED,C,0.3581716417910447,5.766078885330049,0.1477960894260576,0,6,2661,268,400,0,budget,206
identity,DIAGNOSTIC_ONLY,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
all_one,DIAGNOSTIC_ONLY,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
random_k,ADVERSARIAL,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
hash_k34_s1206,ADVERSARIAL,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
best_of_10_hashes_per_world,ADAPTIVE_HASH,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
checkerboard,ADVERSARIAL,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
trap_mixing_adversarial,ADVERSARIAL,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
viability_signature,THEORY_INFORMED,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
behavioral_quotient_k5,THEORY_INFORMED,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
behavioral_quotient_k8,THEORY_INFORMED,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
behavioral_quotient_k13,THEORY_INFORMED,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
behavioral_quotient_k21,THEORY_INFORMED,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
predictive_quotient_k5,THEORY_INFORMED,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
predictive_quotient_k8,THEORY_INFORMED,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
predictive_quotient_k13,THEORY_INFORMED,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
predictive_quotient_k21,THEORY_INFORMED,C,1.0,inf,0.0,0,11,5261,0,0,0,budget,211
identity,DIAGNOSTIC_ONLY,C,0.30164835164835163,2.6957218976357096,0.27058313035938586,0,10,1429,35,52,0,budget,210
all_one,DIAGNOSTIC_ONLY,C,0.0,0.0,1.0,0,10,1429,35,52,0,budget,210
